"MonthEnding","Country","DiagnosticTestType","DiagnosticTestDescription","NumberOnList","NumberOnListQF","NumberWaitingOverFourWeeks","NumberWaitingOverFourWeeksQF","NumberWaitingOverSixWeeks","NumberWaitingOverSixWeeksQF"
"20131031","S92000003","Imaging","Magnetic Resonance Imaging",8565,"",1023,"",358,""
"20131130","S92000003","Imaging","Magnetic Resonance Imaging",9038,"",1025,"",403,""
"20131231","S92000003","Imaging","Magnetic Resonance Imaging",8777,"",1311,"",422,""
"20140131","S92000003","Imaging","Magnetic Resonance Imaging",9556,"",956,"",514,""
"20140228","S92000003","Imaging","Magnetic Resonance Imaging",9650,"",956,"",282,""
"20140331","S92000003","Imaging","Magnetic Resonance Imaging",9618,"",876,"",278,""
"20140430","S92000003","Imaging","Magnetic Resonance Imaging",9473,"",1101,"",418,""
"20140531","S92000003","Imaging","Magnetic Resonance Imaging",10068,"",1127,"",382,""
"20140630","S92000003","Imaging","Magnetic Resonance Imaging",10695,"",1029,"",203,""
"20140731","S92000003","Imaging","Magnetic Resonance Imaging",9837,"",1125,"",358,""
"20140831","S92000003","Imaging","Magnetic Resonance Imaging",9756,"",1122,"",362,""
"20140930","S92000003","Imaging","Magnetic Resonance Imaging",10190,"",1257,"",392,""
"20141031","S92000003","Imaging","Magnetic Resonance Imaging",9523,"",1213,"",548,""
"20141130","S92000003","Imaging","Magnetic Resonance Imaging",10178,"",1014,"",390,""
"20141231","S92000003","Imaging","Magnetic Resonance Imaging",9335,"",1547,"",655,""
"20150131","S92000003","Imaging","Magnetic Resonance Imaging",10532,"",1349,"",900,""
"20150228","S92000003","Imaging","Magnetic Resonance Imaging",10699,"",1699,"",768,""
"20150331","S92000003","Imaging","Magnetic Resonance Imaging",11622,"",2048,"",895,""
"20150430","S92000003","Imaging","Magnetic Resonance Imaging",11533,"",2882,"",1250,""
"20150531","S92000003","Imaging","Magnetic Resonance Imaging",11826,"",2453,"",1152,""
"20150630","S92000003","Imaging","Magnetic Resonance Imaging",11465,"",2277,"",1044,""
"20150731","S92000003","Imaging","Magnetic Resonance Imaging",10448,"",2337,"",951,""
"20150831","S92000003","Imaging","Magnetic Resonance Imaging",10304,"",1735,"",755,""
"20150930","S92000003","Imaging","Magnetic Resonance Imaging",10314,"",1663,"",649,""
"20151031","S92000003","Imaging","Magnetic Resonance Imaging",10587,"",1618,"",540,""
"20151130","S92000003","Imaging","Magnetic Resonance Imaging",10310,"",941,"",250,""
"20151231","S92000003","Imaging","Magnetic Resonance Imaging",9963,"",1574,"",434,""
"20160131","S92000003","Imaging","Magnetic Resonance Imaging",10591,"",1316,"",682,""
"20160229","S92000003","Imaging","Magnetic Resonance Imaging",11295,"",1353,"",363,""
"20160331","S92000003","Imaging","Magnetic Resonance Imaging",11091,"",1365,"",319,""
"20160430","S92000003","Imaging","Magnetic Resonance Imaging",11194,"",1630,"",515,""
"20160531","S92000003","Imaging","Magnetic Resonance Imaging",11913,"",1568,"",440,""
"20160630","S92000003","Imaging","Magnetic Resonance Imaging",12142,"",1733,"",494,""
"20160731","S92000003","Imaging","Magnetic Resonance Imaging",11410,"",2196,"",682,""
"20160831","S92000003","Imaging","Magnetic Resonance Imaging",12614,"",2047,"",764,""
"20160930","S92000003","Imaging","Magnetic Resonance Imaging",13183,"",2061,"",635,""
"20161031","S92000003","Imaging","Magnetic Resonance Imaging",12775,"",2095,"",653,""
"20161130","S92000003","Imaging","Magnetic Resonance Imaging",13272,"",2404,"",603,""
"20161231","S92000003","Imaging","Magnetic Resonance Imaging",13323,"",3029,"",977,""
"20170131","S92000003","Imaging","Magnetic Resonance Imaging",13978,"",2852,"",1402,""
"20170228","S92000003","Imaging","Magnetic Resonance Imaging",15131,"",3378,"",937,""
"20170331","S92000003","Imaging","Magnetic Resonance Imaging",15235,"",3505,"",1088,""
"20170430","S92000003","Imaging","Magnetic Resonance Imaging",14667,"",4234,"",1475,""
"20170531","S92000003","Imaging","Magnetic Resonance Imaging",15582,"",3757,"",1661,""
"20170630","S92000003","Imaging","Magnetic Resonance Imaging",16442,"",4339,"",1684,""
"20170731","S92000003","Imaging","Magnetic Resonance Imaging",14590,"",4177,"",1661,""
"20170831","S92000003","Imaging","Magnetic Resonance Imaging",15283,"",3982,"",1915,""
"20170930","S92000003","Imaging","Magnetic Resonance Imaging",15395,"",4069,"",1932,""
"20171031","S92000003","Imaging","Magnetic Resonance Imaging",15710,"",4675,"",2244,""
"20171130","S92000003","Imaging","Magnetic Resonance Imaging",16276,"",3918,"",1806,""
"20171231","S92000003","Imaging","Magnetic Resonance Imaging",15128,"",4803,"",1912,""
"20180131","S92000003","Imaging","Magnetic Resonance Imaging",15081,"",3388,"",2346,""
"20180228","S92000003","Imaging","Magnetic Resonance Imaging",16511,"",4095,"",1758,""
"20180331","S92000003","Imaging","Magnetic Resonance Imaging",17681,"",5250,"",2208,""
"20180430","S92000003","Imaging","Magnetic Resonance Imaging",18264,"",5842,"",3034,""
"20180531","S92000003","Imaging","Magnetic Resonance Imaging",17814,"",5620,"",2459,""
"20180630","S92000003","Imaging","Magnetic Resonance Imaging",18486,"",6095,"",2894,""
"20180731","S92000003","Imaging","Magnetic Resonance Imaging",18452,"",7706,"",4350,""
"20180831","S92000003","Imaging","Magnetic Resonance Imaging",18877,"",6906,"",4231,""
"20180930","S92000003","Imaging","Magnetic Resonance Imaging",18762,"",6919,"",3594,""
"20181031","S92000003","Imaging","Magnetic Resonance Imaging",17187,"",6250,"",3512,""
"20181130","S92000003","Imaging","Magnetic Resonance Imaging",18498,"",5810,"",2999,""
"20181231","S92000003","Imaging","Magnetic Resonance Imaging",18451,"",7299,"",3857,""
"20190131","S92000003","Imaging","Magnetic Resonance Imaging",18027,"",6028,"",4356,""
"20190228","S92000003","Imaging","Magnetic Resonance Imaging",18744,"",5830,"",2534,""
"20190331","S92000003","Imaging","Magnetic Resonance Imaging",19131,"",5814,"",2658,""
"20190430","S92000003","Imaging","Magnetic Resonance Imaging",20446,"",7108,"",3152,""
"20190531","S92000003","Imaging","Magnetic Resonance Imaging",18653,"",6440,"",3482,""
"20190630","S92000003","Imaging","Magnetic Resonance Imaging",19678,"",7099,"",3759,""
"20190731","S92000003","Imaging","Magnetic Resonance Imaging",19760,"",8268,"",4929,""
"20190831","S92000003","Imaging","Magnetic Resonance Imaging",20032,"",7635,"",4821,""
"20190930","S92000003","Imaging","Magnetic Resonance Imaging",20021,"",7486,"",4415,""
"20191031","S92000003","Imaging","Magnetic Resonance Imaging",20770,"",8421,"",5089,""
"20191130","S92000003","Imaging","Magnetic Resonance Imaging",21235,"",7963,"",4596,""
"20191231","S92000003","Imaging","Magnetic Resonance Imaging",21218,"",9871,"",5512,""
"20200131","S92000003","Imaging","Magnetic Resonance Imaging",20597,"",6780,"",5170,""
"20200229","S92000003","Imaging","Magnetic Resonance Imaging",18674,"",6217,"",3284,""
"20200331","S92000003","Imaging","Magnetic Resonance Imaging",16704,"",10935,"",4459,""
"20200430","S92000003","Imaging","Magnetic Resonance Imaging",18322,"",15966,"",12887,""
"20200531","S92000003","Imaging","Magnetic Resonance Imaging",17782,"",13607,"",12603,""
"20200630","S92000003","Imaging","Magnetic Resonance Imaging",18845,"",13107,"",11766,""
"20200731","S92000003","Imaging","Magnetic Resonance Imaging",17716,"",10863,"",9338,""
"20200831","S92000003","Imaging","Magnetic Resonance Imaging",14476,"",6528,"",5121,""
"20200930","S92000003","Imaging","Magnetic Resonance Imaging",14020,"",5223,"",3541,""
"20201031","S92000003","Imaging","Magnetic Resonance Imaging",13430,"",4728,"",2998,""
"20201130","S92000003","Imaging","Magnetic Resonance Imaging",14053,"",4187,"",2606,""
"20201231","S92000003","Imaging","Magnetic Resonance Imaging",14037,"",5239,"",3161,""
"20210131","S92000003","Imaging","Magnetic Resonance Imaging",13905,"",5366,"",4060,""
"20210228","S92000003","Imaging","Magnetic Resonance Imaging",14238,"",4573,"",2960,""
"20210331","S92000003","Imaging","Magnetic Resonance Imaging",15474,"",4496,"",2549,""
"20210430","S92000003","Imaging","Magnetic Resonance Imaging",16249,"",5470,"",2883,""
"20210531","S92000003","Imaging","Magnetic Resonance Imaging",17738,"",5444,"",2866,""
"20210630","S92000003","Imaging","Magnetic Resonance Imaging",19440,"",6822,"",3653,""
"20210731","S92000003","Imaging","Magnetic Resonance Imaging",18438,"",7681,"",4403,""
"20210831","S92000003","Imaging","Magnetic Resonance Imaging",18519,"",6901,"",4272,""
"20210930","S92000003","Imaging","Magnetic Resonance Imaging",20136,"",7144,"",3956,""
"20070930","S92000003","Imaging","Non-obstetric ultrasound",7584,"",1861,"",621,""
"20071231","S92000003","Imaging","Non-obstetric ultrasound",11340,"",2894,"",644,""
"20080131","S92000003","Imaging","Non-obstetric ultrasound",11507,"",1762,"",457,""
"20080229","S92000003","Imaging","Non-obstetric ultrasound",14115,"",2619,"",737,""
"20080331","S92000003","Imaging","Non-obstetric ultrasound",14383,"",3685,"",1277,""
"20080430","S92000003","Imaging","Non-obstetric ultrasound",14667,"",3581,"",1668,""
"20080531","S92000003","Imaging","Non-obstetric ultrasound",14390,"",3330,"",1301,""
"20080630","S92000003","Imaging","Non-obstetric ultrasound",15084,"",3395,"",1296,""
"20080731","S92000003","Imaging","Non-obstetric ultrasound",13950,"",3244,"",1375,""
"20080831","S92000003","Imaging","Non-obstetric ultrasound",15104,"",3348,"",1462,""
"20080930","S92000003","Imaging","Non-obstetric ultrasound",14894,"",2985,"",1130,""
"20081031","S92000003","Imaging","Non-obstetric ultrasound",15100,"",2501,"",828,""
"20081130","S92000003","Imaging","Non-obstetric ultrasound",13333,"",2028,"",593,""
"20081231","S92000003","Imaging","Non-obstetric ultrasound",12131,"",1546,"",263,""
"20090131","S92000003","Imaging","Non-obstetric ultrasound",12310,"",1089,"",187,""
"20090228","S92000003","Imaging","Non-obstetric ultrasound",14359,"",1230,"",149,""
"20090331","S92000003","Imaging","Non-obstetric ultrasound",14212,"",1062,"",46,""
"20090430","S92000003","Imaging","Non-obstetric ultrasound",15956,"",1696,"",286,""
"20090531","S92000003","Imaging","Non-obstetric ultrasound",16125,"",1985,"",301,""
"20090630","S92000003","Imaging","Non-obstetric ultrasound",14809,"",1230,"",282,""
"20090731","S92000003","Imaging","Non-obstetric ultrasound",14963,"",1761,"",309,""
"20090831","S92000003","Imaging","Non-obstetric ultrasound",15323,"",1249,"",283,""
"20090930","S92000003","Imaging","Non-obstetric ultrasound",14565,"",1275,"",344,""
"20091031","S92000003","Imaging","Non-obstetric ultrasound",14950,"",1424,"",318,""
"20091130","S92000003","Imaging","Non-obstetric ultrasound",14399,"",1314,"",335,""
"20091231","S92000003","Imaging","Non-obstetric ultrasound",12723,"",1211,"",348,""
"20100131","S92000003","Imaging","Non-obstetric ultrasound",12423,"",403,"",38,""
"20100228","S92000003","Imaging","Non-obstetric ultrasound",12152,"",556,"",350,""
"20100331","S92000003","Imaging","Non-obstetric ultrasound",11692,"",413,"",405,""
"20100430","S92000003","Imaging","Non-obstetric ultrasound",11407,"",400,"",324,""
"20100531","S92000003","Imaging","Non-obstetric ultrasound",10705,"",48,"",25,""
"20100630","S92000003","Imaging","Non-obstetric ultrasound",10137,"",7,"",0,""
"20100731","S92000003","Imaging","Non-obstetric ultrasound",10372,"",5,"",0,""
"20100831","S92000003","Imaging","Non-obstetric ultrasound",10956,"",12,"",0,""
"20100930","S92000003","Imaging","Non-obstetric ultrasound",11183,"",21,"",0,""
"20101031","S92000003","Imaging","Non-obstetric ultrasound",11315,"",10,"",0,""
"20101130","S92000003","Imaging","Non-obstetric ultrasound",11579,"",23,"",0,""
"20101231","S92000003","Imaging","Non-obstetric ultrasound",11416,"",85,"",0,""
"20110131","S92000003","Imaging","Non-obstetric ultrasound",11626,"",33,"",0,""
"20110228","S92000003","Imaging","Non-obstetric ultrasound",12100,"",18,"",0,""
"20110331","S92000003","Imaging","Non-obstetric ultrasound",13493,"",61,"",0,""
"20110430","S92000003","Imaging","Non-obstetric ultrasound",13461,"",401,"",5,""
"20110531","S92000003","Imaging","Non-obstetric ultrasound",14000,"",443,"",137,""
"20110630","S92000003","Imaging","Non-obstetric ultrasound",14579,"",824,"",399,""
"20110731","S92000003","Imaging","Non-obstetric ultrasound",13902,"",1512,"",902,""
"20110831","S92000003","Imaging","Non-obstetric ultrasound",14113,"",1151,"",674,""
"20110930","S92000003","Imaging","Non-obstetric ultrasound",13988,"",868,"",371,""
"20111031","S92000003","Imaging","Non-obstetric ultrasound",14005,"",685,"",228,""
"20111130","S92000003","Imaging","Non-obstetric ultrasound",14451,"",431,"",45,""
"20111231","S92000003","Imaging","Non-obstetric ultrasound",14311,"",1146,"",670,""
"20120131","S92000003","Imaging","Non-obstetric ultrasound",15059,"",1326,"",965,""
"20120229","S92000003","Imaging","Non-obstetric ultrasound",15574,"",1042,"",544,""
"20120331","S92000003","Imaging","Non-obstetric ultrasound",16608,"",1180,"",448,""
"20120430","S92000003","Imaging","Non-obstetric ultrasound",15891,"",1033,"",411,""
"20120531","S92000003","Imaging","Non-obstetric ultrasound",15461,"",745,"",259,""
"20120630","S92000003","Imaging","Non-obstetric ultrasound",15489,"",1020,"",364,""
"20120731","S92000003","Imaging","Non-obstetric ultrasound",15974,"",1135,"",504,""
"20120831","S92000003","Imaging","Non-obstetric ultrasound",16272,"",912,"",373,""
"20120930","S92000003","Imaging","Non-obstetric ultrasound",16228,"",740,"",326,""
"20121031","S92000003","Imaging","Non-obstetric ultrasound",15623,"",489,"",259,""
"20121130","S92000003","Imaging","Non-obstetric ultrasound",14521,"",377,"",230,""
"20121231","S92000003","Imaging","Non-obstetric ultrasound",13737,"",462,"",90,""
"20130131","S92000003","Imaging","Non-obstetric ultrasound",14817,"",569,"",244,""
"20130228","S92000003","Imaging","Non-obstetric ultrasound",16504,"",677,"",93,""
"20130331","S92000003","Imaging","Non-obstetric ultrasound",17126,"",1374,"",303,""
"20130430","S92000003","Imaging","Non-obstetric ultrasound",18071,"",1205,"",427,""
"20130531","S92000003","Imaging","Non-obstetric ultrasound",17595,"",1410,"",599,""
"20130630","S92000003","Imaging","Non-obstetric ultrasound",17964,"",1542,"",839,""
"20130731","S92000003","Imaging","Non-obstetric ultrasound",17251,"",1605,"",855,""
"20130831","S92000003","Imaging","Non-obstetric ultrasound",17456,"",1241,"",630,""
"20130930","S92000003","Imaging","Non-obstetric ultrasound",18032,"",1111,"",311,""
"20131031","S92000003","Imaging","Non-obstetric ultrasound",18471,"",1285,"",333,""
"20131130","S92000003","Imaging","Non-obstetric ultrasound",17697,"",1154,"",229,""
"20131231","S92000003","Imaging","Non-obstetric ultrasound",17093,"",2301,"",387,""
"20140131","S92000003","Imaging","Non-obstetric ultrasound",19149,"",1210,"",406,""
"20140228","S92000003","Imaging","Non-obstetric ultrasound",19303,"",1583,"",304,""
"20140331","S92000003","Imaging","Non-obstetric ultrasound",20364,"",1947,"",627,""
"20140430","S92000003","Imaging","Non-obstetric ultrasound",20743,"",3018,"",1234,""
"20140531","S92000003","Imaging","Non-obstetric ultrasound",21867,"",2822,"",1364,""
"20140630","S92000003","Imaging","Non-obstetric ultrasound",22008,"",3396,"",1562,""
"20140731","S92000003","Imaging","Non-obstetric ultrasound",21819,"",3819,"",1780,""
"20140831","S92000003","Imaging","Non-obstetric ultrasound",21219,"",3737,"",1973,""
"20140930","S92000003","Imaging","Non-obstetric ultrasound",21702,"",3674,"",1697,""
"20141031","S92000003","Imaging","Non-obstetric ultrasound",20418,"",2541,"",959,""
"20141130","S92000003","Imaging","Non-obstetric ultrasound",20336,"",1962,"",547,""
"20141231","S92000003","Imaging","Non-obstetric ultrasound",17799,"",2554,"",590,""
"20150131","S92000003","Imaging","Non-obstetric ultrasound",18638,"",1880,"",892,""
"20150228","S92000003","Imaging","Non-obstetric ultrasound",18821,"",1221,"",199,""
"20150331","S92000003","Imaging","Non-obstetric ultrasound",19462,"",1177,"",105,""
"20150430","S92000003","Imaging","Non-obstetric ultrasound",19349,"",2502,"",383,""
"20150531","S92000003","Imaging","Non-obstetric ultrasound",19188,"",1809,"",175,""
"20150630","S92000003","Imaging","Non-obstetric ultrasound",19791,"",1983,"",351,""
"20150731","S92000003","Imaging","Non-obstetric ultrasound",19179,"",2599,"",732,""
"20150831","S92000003","Imaging","Non-obstetric ultrasound",19518,"",2017,"",549,""
"20150930","S92000003","Imaging","Non-obstetric ultrasound",19683,"",2155,"",342,""
"20151031","S92000003","Imaging","Non-obstetric ultrasound",19847,"",1922,"",185,""
"20151130","S92000003","Imaging","Non-obstetric ultrasound",19519,"",988,"",65,""
"20151231","S92000003","Imaging","Non-obstetric ultrasound",18507,"",2122,"",104,""
"20160131","S92000003","Imaging","Non-obstetric ultrasound",19746,"",1567,"",272,""
"20160229","S92000003","Imaging","Non-obstetric ultrasound",20932,"",1503,"",143,""
"20160331","S92000003","Imaging","Non-obstetric ultrasound",22286,"",2593,"",240,""
"20160430","S92000003","Imaging","Non-obstetric ultrasound",22873,"",3046,"",728,""
"20160531","S92000003","Imaging","Non-obstetric ultrasound",23997,"",3729,"",967,""
"20160630","S92000003","Imaging","Non-obstetric ultrasound",22914,"",4191,"",1563,""
"20160731","S92000003","Imaging","Non-obstetric ultrasound",22991,"",5137,"",2410,""
"20160831","S92000003","Imaging","Non-obstetric ultrasound",21872,"",3190,"",1291,""
"20160930","S92000003","Imaging","Non-obstetric ultrasound",22438,"",3690,"",1405,""
"20161031","S92000003","Imaging","Non-obstetric ultrasound",22636,"",4026,"",1956,""
"20161130","S92000003","Imaging","Non-obstetric ultrasound",21692,"",3518,"",1901,""
"20161231","S92000003","Imaging","Non-obstetric ultrasound",20923,"",4303,"",2383,""
"20170131","S92000003","Imaging","Non-obstetric ultrasound",22419,"",3792,"",2802,""
"20170228","S92000003","Imaging","Non-obstetric ultrasound",23872,"",3935,"",2289,""
"20170331","S92000003","Imaging","Non-obstetric ultrasound",26062,"",4547,"",2420,""
"20170430","S92000003","Imaging","Non-obstetric ultrasound",25786,"",5911,"",2685,""
"20170531","S92000003","Imaging","Non-obstetric ultrasound",25202,"",4638,"",2181,""
"20170630","S92000003","Imaging","Non-obstetric ultrasound",25494,"",4785,"",2096,""
"20170731","S92000003","Imaging","Non-obstetric ultrasound",24687,"",4848,"",1522,""
"20170831","S92000003","Imaging","Non-obstetric ultrasound",24746,"",4172,"",1288,""
"20170930","S92000003","Imaging","Non-obstetric ultrasound",24867,"",4439,"",1108,""
"20171031","S92000003","Imaging","Non-obstetric ultrasound",25410,"",4207,"",1373,""
"20171130","S92000003","Imaging","Non-obstetric ultrasound",23693,"",3637,"",711,""
"20171231","S92000003","Imaging","Non-obstetric ultrasound",22890,"",4729,"",1448,""
"20180131","S92000003","Imaging","Non-obstetric ultrasound",23307,"",3945,"",2055,""
"20180228","S92000003","Imaging","Non-obstetric ultrasound",24734,"",4202,"",1020,""
"20180331","S92000003","Imaging","Non-obstetric ultrasound",26819,"",5031,"",1458,""
"20180430","S92000003","Imaging","Non-obstetric ultrasound",26983,"",5269,"",1875,""
"20180531","S92000003","Imaging","Non-obstetric ultrasound",24532,"",5139,"",1096,""
"20180630","S92000003","Imaging","Non-obstetric ultrasound",23897,"",4397,"",898,""
"20180731","S92000003","Imaging","Non-obstetric ultrasound",22614,"",3368,"",614,""
"20180831","S92000003","Imaging","Non-obstetric ultrasound",23274,"",3051,"",620,""
"20180930","S92000003","Imaging","Non-obstetric ultrasound",23428,"",3354,"",597,""
"20181031","S92000003","Imaging","Non-obstetric ultrasound",23503,"",3249,"",762,""
"20181130","S92000003","Imaging","Non-obstetric ultrasound",24092,"",2963,"",641,""
"20181231","S92000003","Imaging","Non-obstetric ultrasound",23992,"",5018,"",992,""
"20190131","S92000003","Imaging","Non-obstetric ultrasound",23948,"",2631,"",1044,""
"20190228","S92000003","Imaging","Non-obstetric ultrasound",26004,"",3207,"",642,""
"20190331","S92000003","Imaging","Non-obstetric ultrasound",29585,"",5020,"",928,""
"20190430","S92000003","Imaging","Non-obstetric ultrasound",31490,"",9286,"",2568,""
"20190531","S92000003","Imaging","Non-obstetric ultrasound",30222,"",7863,"",3155,""
"20190630","S92000003","Imaging","Non-obstetric ultrasound",30286,"",7524,"",2898,""
"20190731","S92000003","Imaging","Non-obstetric ultrasound",32686,"",8324,"",3302,""
"20190831","S92000003","Imaging","Non-obstetric ultrasound",30188,"",8220,"",3022,""
"20190930","S92000003","Imaging","Non-obstetric ultrasound",31173,"",8019,"",3073,""
"20191031","S92000003","Imaging","Non-obstetric ultrasound",30749,"",8587,"",3581,""
"20191130","S92000003","Imaging","Non-obstetric ultrasound",30000,"",7144,"",2824,""
"20191231","S92000003","Imaging","Non-obstetric ultrasound",29987,"",10764,"",4592,""
"20200131","S92000003","Imaging","Non-obstetric ultrasound",30402,"",6479,"",4050,""
"20200229","S92000003","Imaging","Non-obstetric ultrasound",31002,"",7099,"",2156,""
"20200331","S92000003","Imaging","Non-obstetric ultrasound",30481,"",18184,"",5268,""
"20200430","S92000003","Imaging","Non-obstetric ultrasound",32520,"",28683,"",24060,""
"20200531","S92000003","Imaging","Non-obstetric ultrasound",31846,"",23993,"",22449,""
"20200630","S92000003","Imaging","Non-obstetric ultrasound",32776,"",22071,"",19701,""
"20200731","S92000003","Imaging","Non-obstetric ultrasound",34106,"",20550,"",17090,""
"20200831","S92000003","Imaging","Non-obstetric ultrasound",35574,"",19197,"",15191,""
"20200930","S92000003","Imaging","Non-obstetric ultrasound",37769,"",20206,"",15288,""
"20201031","S92000003","Imaging","Non-obstetric ultrasound",37885,"",20791,"",16411,""
"20201130","S92000003","Imaging","Non-obstetric ultrasound",36122,"",18238,"",13816,""
"20201231","S92000003","Imaging","Non-obstetric ultrasound",37004,"",19722,"",14633,""
"20210131","S92000003","Imaging","Non-obstetric ultrasound",36170,"",18734,"",15593,""
"20210228","S92000003","Imaging","Non-obstetric ultrasound",37950,"",19069,"",13833,""
"20210331","S92000003","Imaging","Non-obstetric ultrasound",40753,"",19114,"",13537,""
"20210430","S92000003","Imaging","Non-obstetric ultrasound",40818,"",19981,"",13460,""
"20210531","S92000003","Imaging","Non-obstetric ultrasound",41356,"",19213,"",12311,""
"20210630","S92000003","Imaging","Non-obstetric ultrasound",43180,"",21647,"",14390,""
"20210731","S92000003","Imaging","Non-obstetric ultrasound",45215,"",26298,"",18849,""
"20210831","S92000003","Imaging","Non-obstetric ultrasound",47353,"",26948,"",20484,""
"20210930","S92000003","Imaging","Non-obstetric ultrasound",49337,"",28411,"",20964,""
