Quarter,HB,CancerType,NumberOfEligibleReferrals62DayStandard,NumberOfEligibleReferralsTreatedWithin62Days,Date,DateSquared,Pandemic
2013Q1,S08000017,Ovarian,3,3,4,16,0
2013Q1,S08000017,Upper GI,13,13,4,16,0
2013Q1,S08000017,Urological,19,19,4,16,0
2013Q1,S08000019,Breast,23,21,4,16,0
2013Q1,S08000019,Cervical,1,0,4,16,0
2013Q1,S08000019,Colorectal,39,37,4,16,0
2013Q1,S08000019,Head & Neck,4,4,4,16,0
2013Q1,S08000019,Lung,33,33,4,16,0
2013Q1,S08000019,Lymphoma,4,4,4,16,0
2013Q1,S08000019,Melanoma,6,6,4,16,0
2013Q1,S08000019,Ovarian,2,2,4,16,0
2013Q1,S08000019,Upper GI,23,23,4,16,0
2013Q1,S08000019,Urological,21,19,4,16,0
2013Q1,S08000020,Breast,75,75,4,16,0
2013Q1,S08000020,Cervical,5,5,4,16,0
2013Q1,S08000020,Colorectal,45,42,4,16,0
2013Q1,S08000020,Head & Neck,8,5,4,16,0
2013Q1,S08000020,Lung,65,60,4,16,0
2013Q1,S08000020,Lymphoma,11,5,4,16,0
2013Q1,S08000020,Melanoma,6,5,4,16,0
2013Q1,S08000020,Ovarian,7,7,4,16,0
2013Q1,S08000020,Upper GI,34,30,4,16,0
2013Q1,S08000020,Urological,31,26,4,16,0
2013Q1,S08000022,Breast,41,38,4,16,0
2013Q1,S08000022,Cervical,2,2,4,16,0
2013Q1,S08000022,Colorectal,29,24,4,16,0
2013Q1,S08000022,Head & Neck,2,2,4,16,0
2013Q1,S08000022,Lung,24,22,4,16,0
2013Q1,S08000022,Lymphoma,7,7,4,16,0
2013Q1,S08000022,Melanoma,5,5,4,16,0
2013Q1,S08000022,Ovarian,4,4,4,16,0
2013Q1,S08000022,Upper GI,22,21,4,16,0
2013Q1,S08000022,Urological,13,10,4,16,0
2013Q1,S08000024,Breast,147,147,4,16,0
2013Q1,S08000024,Cervical,6,6,4,16,0
2013Q1,S08000024,Colorectal,103,96,4,16,0
2013Q1,S08000024,Head & Neck,20,19,4,16,0
2013Q1,S08000024,Lung,75,64,4,16,0
2013Q1,S08000024,Lymphoma,15,14,4,16,0
2013Q1,S08000024,Melanoma,14,14,4,16,0
2013Q1,S08000024,Ovarian,4,4,4,16,0
2013Q1,S08000024,Upper GI,51,51,4,16,0
2013Q1,S08000024,Urological,53,52,4,16,0
2013Q1,S08000025,Breast,2,2,4,16,0
2013Q1,S08000025,Colorectal,1,1,4,16,0
2013Q1,S08000025,Lung,1,1,4,16,0
2013Q1,S08000025,Urological,2,1,4,16,0
2013Q1,S08000026,Breast,3,3,4,16,0
2013Q1,S08000026,Lung,2,2,4,16,0
2013Q1,S08000026,Ovarian,1,1,4,16,0
2013Q1,S08000026,Upper GI,6,5,4,16,0
2013Q1,S08000026,Urological,5,5,4,16,0
2013Q1,S08000028,Breast,1,1,4,16,0
2013Q1,S08000028,Head & Neck,1,1,4,16,0
2013Q1,S08000028,Lung,1,1,4,16,0
2013Q1,S08000028,Melanoma,1,1,4,16,0
2013Q1,S08000028,Ovarian,1,1,4,16,0
2013Q1,S08000028,Upper GI,5,5,4,16,0
2013Q1,S08000028,Urological,3,2,4,16,0
2013Q1,S08000029,Breast,21,21,4,16,0
2013Q1,S08000029,Cervical,4,4,4,16,0
2013Q1,S08000029,Colorectal,31,30,4,16,0
2013Q1,S08000029,Head & Neck,6,5,4,16,0
2013Q1,S08000029,Lung,35,34,4,16,0
2013Q1,S08000029,Lymphoma,12,12,4,16,0
2013Q1,S08000029,Melanoma,5,5,4,16,0
2013Q1,S08000029,Ovarian,9,8,4,16,0
2013Q1,S08000029,Upper GI,15,15,4,16,0
2013Q1,S08000029,Urological,32,31,4,16,0
2013Q1,S08000030,Breast,68,62,4,16,0
2013Q1,S08000030,Cervical,3,2,4,16,0
2013Q1,S08000030,Colorectal,31,30,4,16,0
2013Q1,S08000030,Head & Neck,3,2,4,16,0
2013Q1,S08000030,Lung,42,39,4,16,0
2013Q1,S08000030,Melanoma,6,6,4,16,0
2013Q1,S08000030,Ovarian,7,6,4,16,0
2013Q1,S08000030,Upper GI,24,23,4,16,0
2013Q1,S08000030,Urological,40,38,4,16,0
2013Q1,S08000031,Breast,218,215,4,16,0
2013Q1,S08000031,Cervical,2,2,4,16,0
2013Q1,S08000031,Colorectal,92,84,4,16,0
2013Q1,S08000031,Head & Neck,35,34,4,16,0
2013Q1,S08000031,Lung,116,104,4,16,0
2013Q1,S08000031,Lymphoma,25,23,4,16,0
2013Q1,S08000031,Melanoma,17,17,4,16,0
2013Q1,S08000031,Ovarian,8,8,4,16,0
2013Q1,S08000031,Upper GI,77,64,4,16,0
2013Q1,S08000031,Urological,92,88,4,16,0
2013Q1,S08000032,Breast,33,32,4,16,0
2013Q1,S08000032,Cervical,3,3,4,16,0
2013Q1,S08000032,Colorectal,47,45,4,16,0
2013Q1,S08000032,Head & Neck,7,7,4,16,0
2013Q1,S08000032,Lung,52,52,4,16,0
2013Q1,S08000032,Lymphoma,9,9,4,16,0
2013Q1,S08000032,Melanoma,16,16,4,16,0
2013Q1,S08000032,Ovarian,8,8,4,16,0
2013Q1,S08000032,Upper GI,29,29,4,16,0
2013Q1,S08000032,Urological,47,44,4,16,0
2013Q2,S08000015,Breast,81,81,5,25,0
2013Q2,S08000015,Cervical,2,2,5,25,0
2013Q2,S08000015,Colorectal,42,38,5,25,0
2013Q2,S08000015,Head & Neck,10,8,5,25,0
2013Q2,S08000015,Lung,66,65,5,25,0
2013Q2,S08000015,Lymphoma,3,3,5,25,0
2013Q2,S08000015,Melanoma,9,9,5,25,0
2013Q2,S08000015,Ovarian,3,3,5,25,0
2013Q2,S08000015,Upper GI,39,37,5,25,0
2013Q2,S08000015,Urological,36,31,5,25,0
2013Q2,S08000016,Breast,6,6,5,25,0
2013Q2,S08000016,Colorectal,11,8,5,25,0
2013Q2,S08000016,Head & Neck,1,1,5,25,0
2013Q2,S08000016,Lung,12,12,5,25,0
2013Q2,S08000016,Lymphoma,2,2,5,25,0
2013Q2,S08000016,Ovarian,4,4,5,25,0
2013Q2,S08000016,Upper GI,11,11,5,25,0
2013Q2,S08000016,Urological,14,12,5,25,0
2013Q2,S08000017,Breast,17,17,5,25,0
2013Q2,S08000017,Cervical,1,1,5,25,0
2013Q2,S08000017,Colorectal,15,14,5,25,0
2013Q2,S08000017,Head & Neck,5,5,5,25,0
2013Q2,S08000017,Lung,13,13,5,25,0
2013Q2,S08000017,Lymphoma,8,8,5,25,0
2013Q2,S08000017,Melanoma,2,2,5,25,0
2013Q2,S08000017,Ovarian,1,1,5,25,0
2013Q2,S08000017,Upper GI,9,9,5,25,0
2013Q2,S08000017,Urological,18,16,5,25,0
2013Q2,S08000019,Breast,37,34,5,25,0
2013Q2,S08000019,Cervical,1,1,5,25,0
2013Q2,S08000019,Colorectal,31,30,5,25,0
2013Q2,S08000019,Head & Neck,7,7,5,25,0
2013Q2,S08000019,Lung,39,38,5,25,0
2013Q2,S08000019,Lymphoma,7,7,5,25,0
2013Q2,S08000019,Melanoma,9,8,5,25,0
2013Q2,S08000019,Ovarian,5,4,5,25,0
2013Q2,S08000019,Upper GI,19,18,5,25,0
2013Q2,S08000019,Urological,20,20,5,25,0
2013Q2,S08000020,Breast,82,82,5,25,0
2013Q2,S08000020,Cervical,2,2,5,25,0
2013Q2,S08000020,Colorectal,50,33,5,25,0
2013Q2,S08000020,Head & Neck,6,5,5,25,0
2013Q2,S08000020,Lung,52,51,5,25,0
2013Q2,S08000020,Lymphoma,4,3,5,25,0
2013Q2,S08000020,Melanoma,16,12,5,25,0
2013Q2,S08000020,Ovarian,6,6,5,25,0
2013Q2,S08000020,Upper GI,36,35,5,25,0
2013Q2,S08000020,Urological,34,27,5,25,0
2013Q2,S08000022,Breast,46,44,5,25,0
2013Q2,S08000022,Cervical,2,2,5,25,0
2013Q2,S08000022,Colorectal,30,27,5,25,0
2013Q2,S08000022,Head & Neck,5,5,5,25,0
2013Q2,S08000022,Lung,34,32,5,25,0
2013Q2,S08000022,Lymphoma,9,9,5,25,0
2013Q2,S08000022,Melanoma,11,11,5,25,0
2013Q2,S08000022,Ovarian,5,3,5,25,0
2013Q2,S08000022,Upper GI,22,22,5,25,0
2013Q2,S08000022,Urological,18,16,5,25,0
2013Q2,S08000024,Breast,157,157,5,25,0
2013Q2,S08000024,Cervical,6,5,5,25,0
2013Q2,S08000024,Colorectal,79,75,5,25,0
2013Q2,S08000024,Head & Neck,14,14,5,25,0
2013Q2,S08000024,Lung,87,83,5,25,0
2013Q2,S08000024,Lymphoma,21,20,5,25,0
2013Q2,S08000024,Melanoma,18,18,5,25,0
2013Q2,S08000024,Ovarian,3,3,5,25,0
2013Q2,S08000024,Upper GI,42,42,5,25,0
2013Q2,S08000024,Urological,39,33,5,25,0
2013Q2,S08000025,Breast,2,2,5,25,0
2013Q2,S08000025,Colorectal,1,1,5,25,0
2013Q2,S08000025,Urological,1,1,5,25,0
2013Q2,S08000026,Breast,4,4,5,25,0
2013Q2,S08000026,Cervical,1,1,5,25,0
2013Q2,S08000026,Colorectal,5,4,5,25,0
2013Q2,S08000026,Head & Neck,1,1,5,25,0
2013Q2,S08000026,Lung,2,2,5,25,0
2013Q2,S08000026,Urological,5,5,5,25,0
2013Q2,S08000028,Colorectal,6,6,5,25,0
2013Q2,S08000028,Lung,1,1,5,25,0
2013Q2,S08000028,Lymphoma,2,2,5,25,0
2013Q2,S08000028,Melanoma,2,2,5,25,0
2013Q2,S08000028,Upper GI,5,4,5,25,0
2013Q2,S08000028,Urological,4,2,5,25,0
2013Q2,S08000029,Breast,21,21,5,25,0
2013Q2,S08000029,Cervical,5,4,5,25,0
2013Q2,S08000029,Colorectal,34,31,5,25,0
2013Q2,S08000029,Head & Neck,3,3,5,25,0
2013Q2,S08000029,Lung,52,48,5,25,0
2013Q2,S08000029,Lymphoma,7,7,5,25,0
2013Q2,S08000029,Melanoma,4,3,5,25,0
2013Q2,S08000029,Ovarian,7,7,5,25,0
2013Q2,S08000029,Upper GI,21,21,5,25,0
2013Q2,S08000029,Urological,30,27,5,25,0
2013Q2,S08000030,Breast,66,63,5,25,0
2013Q2,S08000030,Cervical,3,3,5,25,0
2013Q2,S08000030,Colorectal,34,32,5,25,0
2013Q2,S08000030,Head & Neck,9,8,5,25,0
2013Q2,S08000030,Lung,49,46,5,25,0
2013Q2,S08000030,Lymphoma,2,1,5,25,0
2013Q2,S08000030,Melanoma,7,5,5,25,0
2013Q2,S08000030,Ovarian,2,2,5,25,0
2013Q2,S08000030,Upper GI,36,36,5,25,0
2013Q2,S08000030,Urological,31,28,5,25,0
2013Q2,S08000031,Breast,196,195,5,25,0
2013Q2,S08000031,Cervical,4,4,5,25,0
2013Q2,S08000031,Colorectal,99,91,5,25,0
2013Q2,S08000031,Head & Neck,30,26,5,25,0
2013Q2,S08000031,Lung,138,127,5,25,0
2013Q2,S08000031,Lymphoma,27,27,5,25,0
2013Q2,S08000031,Melanoma,31,31,5,25,0
2013Q2,S08000031,Ovarian,8,8,5,25,0
2013Q2,S08000031,Upper GI,92,88,5,25,0
2013Q2,S08000031,Urological,76,70,5,25,0
2013Q2,S08000032,Breast,53,52,5,25,0
2013Q2,S08000032,Cervical,8,6,5,25,0
2013Q2,S08000032,Colorectal,46,46,5,25,0
2013Q2,S08000032,Head & Neck,8,7,5,25,0
2013Q2,S08000032,Lung,66,66,5,25,0
2013Q2,S08000032,Lymphoma,6,6,5,25,0
2013Q2,S08000032,Melanoma,27,24,5,25,0
2013Q2,S08000032,Ovarian,3,3,5,25,0
2013Q2,S08000032,Upper GI,27,27,5,25,0
2013Q2,S08000032,Urological,32,28,5,25,0
2013Q3,S08000015,Breast,71,71,6,36,0
2013Q3,S08000015,Cervical,4,4,6,36,0
2013Q3,S08000015,Colorectal,38,38,6,36,0
2013Q3,S08000015,Head & Neck,12,7,6,36,0
2013Q3,S08000015,Lung,64,63,6,36,0
2013Q3,S08000015,Lymphoma,6,6,6,36,0
2013Q3,S08000015,Melanoma,9,8,6,36,0
2013Q3,S08000015,Ovarian,5,3,6,36,0
2013Q3,S08000015,Upper GI,32,28,6,36,0
2013Q3,S08000015,Urological,40,36,6,36,0
2013Q3,S08000016,Breast,15,15,6,36,0
2013Q3,S08000016,Colorectal,26,22,6,36,0
2013Q3,S08000016,Head & Neck,1,1,6,36,0
2013Q3,S08000016,Lung,8,8,6,36,0
2013Q3,S08000016,Lymphoma,5,5,6,36,0
2013Q3,S08000016,Melanoma,3,3,6,36,0
2013Q3,S08000016,Ovarian,3,3,6,36,0
2013Q3,S08000016,Upper GI,12,12,6,36,0
2013Q3,S08000016,Urological,7,6,6,36,0
2013Q3,S08000017,Breast,9,9,6,36,0
2013Q3,S08000017,Cervical,1,1,6,36,0
2013Q3,S08000017,Colorectal,19,19,6,36,0
2013Q3,S08000017,Head & Neck,5,5,6,36,0
2013Q3,S08000017,Lung,12,12,6,36,0
2013Q3,S08000017,Lymphoma,3,3,6,36,0
2013Q3,S08000017,Melanoma,6,6,6,36,0
2013Q3,S08000017,Ovarian,1,1,6,36,0
2013Q3,S08000017,Upper GI,11,11,6,36,0
2013Q3,S08000017,Urological,12,10,6,36,0
2013Q3,S08000019,Breast,48,47,6,36,0
2013Q3,S08000019,Cervical,1,1,6,36,0
2013Q3,S08000019,Colorectal,23,23,6,36,0
2013Q3,S08000019,Head & Neck,4,3,6,36,0
2013Q3,S08000019,Lung,43,42,6,36,0
2013Q3,S08000019,Lymphoma,7,7,6,36,0
2013Q3,S08000019,Melanoma,6,5,6,36,0
2013Q3,S08000019,Ovarian,7,7,6,36,0
2013Q3,S08000019,Upper GI,22,20,6,36,0
2013Q3,S08000019,Urological,22,19,6,36,0
2013Q3,S08000020,Breast,97,96,6,36,0
2013Q3,S08000020,Cervical,4,4,6,36,0
2013Q3,S08000020,Colorectal,45,36,6,36,0
2013Q3,S08000020,Head & Neck,8,4,6,36,0
2013Q3,S08000020,Lung,55,48,6,36,0
2013Q3,S08000020,Lymphoma,2,1,6,36,0
2013Q3,S08000020,Melanoma,5,5,6,36,0
2013Q3,S08000020,Ovarian,7,7,6,36,0
2013Q3,S08000020,Upper GI,36,32,6,36,0
2013Q3,S08000020,Urological,35,30,6,36,0
2013Q3,S08000022,Breast,55,54,6,36,0
2013Q3,S08000022,Cervical,1,1,6,36,0
2013Q3,S08000022,Colorectal,29,26,6,36,0
2013Q3,S08000022,Head & Neck,8,7,6,36,0
2013Q3,S08000022,Lung,31,27,6,36,0
2013Q3,S08000022,Lymphoma,9,9,6,36,0
2013Q3,S08000022,Melanoma,8,8,6,36,0
2013Q3,S08000022,Ovarian,8,8,6,36,0
2013Q3,S08000022,Upper GI,17,17,6,36,0
2013Q3,S08000022,Urological,25,21,6,36,0
2013Q3,S08000024,Breast,187,187,6,36,0
2013Q3,S08000024,Cervical,8,8,6,36,0
2013Q3,S08000024,Colorectal,111,106,6,36,0
2013Q3,S08000024,Head & Neck,18,16,6,36,0
2013Q3,S08000024,Lung,78,73,6,36,0
2013Q3,S08000024,Lymphoma,16,15,6,36,0
2013Q3,S08000024,Melanoma,28,27,6,36,0
2013Q3,S08000024,Ovarian,5,5,6,36,0
2013Q3,S08000024,Upper GI,32,32,6,36,0
2013Q3,S08000024,Urological,57,54,6,36,0
2013Q3,S08000025,Breast,1,1,6,36,0
2013Q3,S08000025,Upper GI,1,1,6,36,0
2013Q3,S08000025,Urological,2,2,6,36,0
2013Q3,S08000026,Breast,2,2,6,36,0
2013Q3,S08000026,Colorectal,3,3,6,36,0
2013Q3,S08000026,Lung,2,1,6,36,0
2013Q3,S08000026,Lymphoma,1,1,6,36,0
2013Q3,S08000026,Upper GI,3,3,6,36,0
2013Q3,S08000026,Urological,5,5,6,36,0
2013Q3,S08000028,Colorectal,2,2,6,36,0
2013Q3,S08000028,Head & Neck,2,2,6,36,0
2013Q3,S08000028,Lung,4,4,6,36,0
2013Q3,S08000028,Lymphoma,2,2,6,36,0
2013Q3,S08000028,Melanoma,3,3,6,36,0
2013Q3,S08000028,Upper GI,4,4,6,36,0
2013Q3,S08000028,Urological,3,2,6,36,0
2013Q3,S08000029,Breast,29,29,6,36,0
2013Q3,S08000029,Cervical,4,2,6,36,0
2013Q3,S08000029,Colorectal,31,31,6,36,0
2013Q3,S08000029,Head & Neck,3,3,6,36,0
2013Q3,S08000029,Lung,45,43,6,36,0
2013Q3,S08000029,Lymphoma,5,4,6,36,0
2013Q3,S08000029,Melanoma,7,7,6,36,0
2013Q3,S08000029,Ovarian,5,4,6,36,0
2013Q3,S08000029,Upper GI,17,17,6,36,0
2013Q3,S08000029,Urological,46,39,6,36,0
2013Q3,S08000030,Breast,77,75,6,36,0
2013Q3,S08000030,Cervical,11,11,6,36,0
2013Q3,S08000030,Colorectal,28,25,6,36,0
2013Q3,S08000030,Head & Neck,2,2,6,36,0
2013Q3,S08000030,Lung,43,41,6,36,0
2013Q3,S08000030,Lymphoma,1,1,6,36,0
2013Q3,S08000030,Melanoma,13,13,6,36,0
2013Q3,S08000030,Ovarian,13,12,6,36,0
2013Q3,S08000030,Upper GI,31,30,6,36,0
2013Q3,S08000030,Urological,29,29,6,36,0
2013Q3,S08000031,Breast,222,216,6,36,0
2013Q3,S08000031,Cervical,9,7,6,36,0
2013Q3,S08000031,Colorectal,86,81,6,36,0
2013Q3,S08000031,Head & Neck,42,40,6,36,0
2013Q3,S08000031,Lung,126,119,6,36,0
2013Q3,S08000031,Lymphoma,28,27,6,36,0
2013Q3,S08000031,Melanoma,30,30,6,36,0
2013Q3,S08000031,Ovarian,12,11,6,36,0
2013Q3,S08000031,Upper GI,82,69,6,36,0
2013Q3,S08000031,Urological,89,83,6,36,0
2013Q3,S08000032,Breast,54,54,6,36,0
2013Q3,S08000032,Cervical,1,1,6,36,0
2013Q3,S08000032,Colorectal,38,37,6,36,0
2013Q3,S08000032,Head & Neck,7,7,6,36,0
2013Q3,S08000032,Lung,58,56,6,36,0
2013Q3,S08000032,Lymphoma,14,14,6,36,0
2013Q3,S08000032,Melanoma,24,21,6,36,0
2013Q3,S08000032,Ovarian,8,8,6,36,0
2013Q3,S08000032,Upper GI,19,19,6,36,0
2013Q3,S08000032,Urological,12,9,6,36,0
2013Q4,S08000015,Breast,86,86,7,49,0
2013Q4,S08000015,Colorectal,40,39,7,49,0
2013Q4,S08000015,Head & Neck,8,7,7,49,0
2013Q4,S08000015,Lung,75,74,7,49,0
2013Q4,S08000015,Lymphoma,3,3,7,49,0
2013Q4,S08000015,Melanoma,8,8,7,49,0
2013Q4,S08000015,Ovarian,11,11,7,49,0
2013Q4,S08000015,Upper GI,18,18,7,49,0
2013Q4,S08000015,Urological,45,40,7,49,0
2013Q4,S08000016,Breast,11,11,7,49,0
2013Q4,S08000016,Cervical,5,5,7,49,0
2013Q4,S08000016,Colorectal,15,15,7,49,0
2013Q4,S08000016,Head & Neck,2,1,7,49,0
2013Q4,S08000016,Lung,17,17,7,49,0
2013Q4,S08000016,Lymphoma,2,2,7,49,0
2013Q4,S08000016,Melanoma,3,3,7,49,0
2013Q4,S08000016,Ovarian,5,5,7,49,0
2013Q4,S08000016,Upper GI,12,12,7,49,0
2013Q4,S08000016,Urological,13,13,7,49,0
2013Q4,S08000017,Breast,5,5,7,49,0
2013Q4,S08000017,Cervical,2,2,7,49,0
2013Q4,S08000017,Colorectal,11,11,7,49,0
2013Q4,S08000017,Head & Neck,1,1,7,49,0
2013Q4,S08000017,Lung,17,16,7,49,0
2013Q4,S08000017,Lymphoma,2,2,7,49,0
2013Q4,S08000017,Melanoma,6,6,7,49,0
2013Q4,S08000017,Ovarian,3,3,7,49,0
2013Q4,S08000017,Upper GI,7,7,7,49,0
2013Q4,S08000017,Urological,11,11,7,49,0
2013Q4,S08000019,Breast,41,41,7,49,0
2013Q4,S08000019,Cervical,3,3,7,49,0
2013Q4,S08000019,Colorectal,16,15,7,49,0
2013Q4,S08000019,Head & Neck,7,5,7,49,0
2013Q4,S08000019,Lung,42,42,7,49,0
2013Q4,S08000019,Lymphoma,6,6,7,49,0
2013Q4,S08000019,Melanoma,7,4,7,49,0
2013Q4,S08000019,Ovarian,4,4,7,49,0
2013Q4,S08000019,Upper GI,24,23,7,49,0
2013Q4,S08000019,Urological,33,31,7,49,0
2013Q4,S08000020,Breast,97,95,7,49,0
2013Q4,S08000020,Cervical,2,2,7,49,0
2013Q4,S08000020,Colorectal,46,41,7,49,0
2013Q4,S08000020,Head & Neck,11,11,7,49,0
2013Q4,S08000020,Lung,61,56,7,49,0
2013Q4,S08000020,Lymphoma,14,11,7,49,0
2013Q4,S08000020,Melanoma,11,6,7,49,0
2013Q4,S08000020,Ovarian,7,4,7,49,0
2013Q4,S08000020,Upper GI,37,37,7,49,0
2013Q4,S08000020,Urological,39,36,7,49,0
2013Q4,S08000022,Breast,53,53,7,49,0
2013Q4,S08000022,Cervical,3,3,7,49,0
2013Q4,S08000022,Colorectal,20,17,7,49,0
2013Q4,S08000022,Head & Neck,4,4,7,49,0
2013Q4,S08000022,Lung,44,40,7,49,0
2013Q4,S08000022,Lymphoma,6,6,7,49,0
2013Q4,S08000022,Melanoma,8,8,7,49,0
2013Q4,S08000022,Ovarian,3,3,7,49,0
2013Q4,S08000022,Upper GI,14,14,7,49,0
2013Q4,S08000022,Urological,15,13,7,49,0
2013Q4,S08000024,Breast,179,179,7,49,0
2013Q4,S08000024,Cervical,10,10,7,49,0
2013Q4,S08000024,Colorectal,104,99,7,49,0
2013Q4,S08000024,Head & Neck,16,14,7,49,0
2013Q4,S08000024,Lung,74,58,7,49,0
2013Q4,S08000024,Lymphoma,24,20,7,49,0
2013Q4,S08000024,Melanoma,15,14,7,49,0
2013Q4,S08000024,Ovarian,9,9,7,49,0
2013Q4,S08000024,Upper GI,38,36,7,49,0
2013Q4,S08000024,Urological,73,72,7,49,0
2013Q4,S08000025,Colorectal,1,1,7,49,0
2013Q4,S08000025,Ovarian,1,1,7,49,0
2013Q4,S08000025,Upper GI,1,1,7,49,0
2013Q4,S08000025,Urological,2,2,7,49,0
2013Q4,S08000026,Breast,1,1,7,49,0
2013Q4,S08000026,Colorectal,4,4,7,49,0
2013Q4,S08000026,Lung,1,1,7,49,0
2013Q4,S08000026,Upper GI,3,3,7,49,0
2013Q4,S08000026,Urological,5,5,7,49,0
2013Q4,S08000028,Colorectal,5,5,7,49,0
2013Q4,S08000028,Head & Neck,3,3,7,49,0
2013Q4,S08000028,Lung,4,4,7,49,0
2013Q4,S08000028,Lymphoma,1,1,7,49,0
2013Q4,S08000028,Melanoma,1,1,7,49,0
2013Q4,S08000028,Ovarian,1,1,7,49,0
2013Q4,S08000028,Upper GI,3,3,7,49,0
2013Q4,S08000028,Urological,1,1,7,49,0
2013Q4,S08000029,Breast,19,19,7,49,0
2013Q4,S08000029,Cervical,4,3,7,49,0
2013Q4,S08000029,Colorectal,25,24,7,49,0
2013Q4,S08000029,Head & Neck,4,4,7,49,0
2013Q4,S08000029,Lung,43,41,7,49,0
2013Q4,S08000029,Melanoma,2,2,7,49,0
2013Q4,S08000029,Ovarian,1,1,7,49,0
2013Q4,S08000029,Upper GI,23,23,7,49,0
2013Q4,S08000029,Urological,29,27,7,49,0
2013Q4,S08000030,Breast,52,49,7,49,0
2013Q4,S08000030,Cervical,5,4,7,49,0
2013Q4,S08000030,Colorectal,42,37,7,49,0
2013Q4,S08000030,Head & Neck,7,5,7,49,0
2013Q4,S08000030,Lung,43,36,7,49,0
2013Q4,S08000030,Lymphoma,1,1,7,49,0
2013Q4,S08000030,Melanoma,7,7,7,49,0
2013Q4,S08000030,Ovarian,4,4,7,49,0
2013Q4,S08000030,Upper GI,27,25,7,49,0
2013Q4,S08000030,Urological,31,29,7,49,0
2013Q4,S08000031,Breast,263,258,7,49,0
2013Q4,S08000031,Cervical,4,4,7,49,0
2013Q4,S08000031,Colorectal,86,79,7,49,0
2013Q4,S08000031,Head & Neck,45,42,7,49,0
2013Q4,S08000031,Lung,150,137,7,49,0
2013Q4,S08000031,Lymphoma,24,23,7,49,0
2013Q4,S08000031,Melanoma,16,16,7,49,0
2013Q4,S08000031,Ovarian,7,7,7,49,0
2013Q4,S08000031,Upper GI,69,63,7,49,0
2013Q4,S08000031,Urological,107,97,7,49,0
2013Q4,S08000032,Breast,51,51,7,49,0
2013Q4,S08000032,Cervical,6,6,7,49,0
2013Q4,S08000032,Colorectal,54,52,7,49,0
2013Q4,S08000032,Head & Neck,10,10,7,49,0
2013Q4,S08000032,Lung,40,37,7,49,0
2013Q4,S08000032,Lymphoma,11,11,7,49,0
2013Q4,S08000032,Melanoma,19,17,7,49,0
2013Q4,S08000032,Ovarian,8,8,7,49,0
2013Q4,S08000032,Upper GI,24,23,7,49,0
2013Q4,S08000032,Urological,26,26,7,49,0
2014Q1,S08000015,Breast,71,71,8,64,0
2014Q1,S08000015,Cervical,4,4,8,64,0
2014Q1,S08000015,Colorectal,32,32,8,64,0
2014Q1,S08000015,Head & Neck,8,7,8,64,0
2014Q1,S08000015,Lung,67,64,8,64,0
2014Q1,S08000015,Lymphoma,4,4,8,64,0
2014Q1,S08000015,Melanoma,6,6,8,64,0
2014Q1,S08000015,Ovarian,8,7,8,64,0
2014Q1,S08000015,Upper GI,23,22,8,64,0
2014Q1,S08000015,Urological,29,24,8,64,0
2014Q1,S08000016,Breast,4,4,8,64,0
2014Q1,S08000016,Colorectal,15,15,8,64,0
2014Q1,S08000016,Head & Neck,1,1,8,64,0
2014Q1,S08000016,Lung,12,12,8,64,0
2014Q1,S08000016,Lymphoma,3,3,8,64,0
2014Q1,S08000016,Melanoma,4,4,8,64,0
2014Q1,S08000016,Ovarian,4,4,8,64,0
2014Q1,S08000016,Upper GI,8,8,8,64,0
2014Q1,S08000016,Urological,10,8,8,64,0
2014Q1,S08000017,Breast,11,11,8,64,0
2014Q1,S08000017,Cervical,2,2,8,64,0
2014Q1,S08000017,Colorectal,10,10,8,64,0
2014Q1,S08000017,Head & Neck,2,2,8,64,0
2014Q1,S08000017,Lung,11,11,8,64,0
2014Q1,S08000017,Lymphoma,4,4,8,64,0
2014Q1,S08000017,Melanoma,4,4,8,64,0
2014Q1,S08000017,Ovarian,1,1,8,64,0
2014Q1,S08000017,Upper GI,17,17,8,64,0
2014Q1,S08000017,Urological,19,16,8,64,0
2014Q1,S08000019,Breast,32,32,8,64,0
2014Q1,S08000019,Cervical,1,1,8,64,0
2014Q1,S08000019,Colorectal,36,26,8,64,0
2014Q1,S08000019,Head & Neck,8,8,8,64,0
2014Q1,S08000019,Lung,32,30,8,64,0
2014Q1,S08000019,Lymphoma,4,4,8,64,0
2014Q1,S08000019,Melanoma,4,3,8,64,0
2014Q1,S08000019,Ovarian,6,5,8,64,0
2014Q1,S08000019,Upper GI,12,12,8,64,0
2014Q1,S08000019,Urological,41,33,8,64,0
2014Q1,S08000020,Breast,79,76,8,64,0
2014Q1,S08000020,Cervical,6,6,8,64,0
2014Q1,S08000020,Colorectal,39,30,8,64,0
2014Q1,S08000020,Head & Neck,7,3,8,64,0
2014Q1,S08000020,Lung,65,61,8,64,0
2014Q1,S08000020,Lymphoma,7,7,8,64,0
2014Q1,S08000020,Melanoma,14,10,8,64,0
2014Q1,S08000020,Ovarian,4,3,8,64,0
2014Q1,S08000020,Upper GI,44,42,8,64,0
2014Q1,S08000020,Urological,33,17,8,64,0
2014Q1,S08000022,Breast,61,57,8,64,0
2014Q1,S08000022,Cervical,4,3,8,64,0
2014Q1,S08000022,Colorectal,23,19,8,64,0
2014Q1,S08000022,Head & Neck,6,6,8,64,0
2014Q1,S08000022,Lung,33,33,8,64,0
2014Q1,S08000022,Lymphoma,5,5,8,64,0
