Quarter,HB,CancerType,NumberOfEligibleReferrals31DayStandard,NumberOfEligibleReferralsTreatedWithin31Days,Date,Pandemic
2013Q1,S08000022,Breast,118,108,4,0
2013Q1,S08000022,Cervical,6,6,4,0
2013Q1,S08000022,Colorectal,114,108,4,0
2013Q1,S08000022,Head & Neck,24,24,4,0
2013Q1,S08000022,Lung,90,88,4,0
2013Q1,S08000022,Lymphoma,30,30,4,0
2013Q1,S08000022,Melanoma,22,22,4,0
2013Q1,S08000022,Ovarian,12,12,4,0
2013Q1,S08000022,Upper GI,64,64,4,0
2013Q1,S08000022,Urological,92,86,4,0
2013Q1,S08000024,Breast,360,360,4,0
2013Q1,S08000024,Cervical,18,18,4,0
2013Q1,S08000024,Colorectal,278,268,4,0
2013Q1,S08000024,Head & Neck,96,96,4,0
2013Q1,S08000024,Lung,258,256,4,0
2013Q1,S08000024,Lymphoma,84,84,4,0
2013Q1,S08000024,Melanoma,70,70,4,0
2013Q1,S08000024,Ovarian,28,28,4,0
2013Q1,S08000024,Upper GI,156,156,4,0
2013Q1,S08000024,Urological,290,290,4,0
2013Q1,S08000025,Breast,4,4,4,0
2013Q1,S08000025,Colorectal,2,2,4,0
2013Q1,S08000025,Head & Neck,4,4,4,0
2013Q1,S08000025,Lung,2,2,4,0
2013Q1,S08000025,Urological,4,2,4,0
2013Q1,S08000026,Breast,6,6,4,0
2013Q1,S08000026,Colorectal,2,2,4,0
2013Q1,S08000026,Head & Neck,2,0,4,0
2013Q1,S08000026,Lung,4,4,4,0
2013Q1,S08000026,Ovarian,2,2,4,0
2013Q1,S08000026,Upper GI,12,12,4,0
2013Q1,S08000026,Urological,14,14,4,0
2013Q1,S08000028,Breast,2,2,4,0
2013Q1,S08000028,Colorectal,8,8,4,0
2013Q1,S08000028,Head & Neck,2,2,4,0
2013Q1,S08000028,Lung,4,4,4,0
2013Q1,S08000028,Melanoma,2,2,4,0
2013Q1,S08000028,Ovarian,2,2,4,0
2013Q1,S08000028,Upper GI,12,12,4,0
2013Q1,S08000028,Urological,6,4,4,0
2013Q1,S08000029,Breast,90,90,4,0
2013Q1,S08000029,Cervical,10,10,4,0
2013Q1,S08000029,Colorectal,94,94,4,0
2013Q1,S08000029,Head & Neck,32,32,4,0
2013Q1,S08000029,Lung,116,116,4,0
2013Q1,S08000029,Lymphoma,44,44,4,0
2013Q1,S08000029,Melanoma,18,16,4,0
2013Q1,S08000029,Ovarian,26,22,4,0
2013Q1,S08000029,Upper GI,60,60,4,0
2013Q1,S08000029,Urological,158,150,4,0
2013Q1,S08000030,Breast,210,204,4,0
2013Q1,S08000030,Cervical,8,8,4,0
2013Q1,S08000030,Colorectal,132,132,4,0
2013Q1,S08000030,Head & Neck,32,32,4,0
2013Q1,S08000030,Lung,138,132,4,0
2013Q1,S08000030,Lymphoma,36,36,4,0
2013Q1,S08000030,Melanoma,44,42,4,0
2013Q1,S08000030,Ovarian,30,28,4,0
2013Q1,S08000030,Upper GI,116,116,4,0
2013Q1,S08000030,Urological,184,166,4,0
2013Q1,S08000031,Breast,638,622,4,0
2013Q1,S08000031,Cervical,8,8,4,0
2013Q1,S08000031,Colorectal,334,322,4,0
2013Q1,S08000031,Head & Neck,166,156,4,0
2013Q1,S08000031,Lung,528,528,4,0
2013Q1,S08000031,Lymphoma,120,120,4,0
2013Q1,S08000031,Melanoma,122,122,4,0
2013Q1,S08000031,Ovarian,22,22,4,0
2013Q1,S08000031,Upper GI,320,318,4,0
2013Q1,S08000031,Urological,560,532,4,0
2013Q1,S08000032,Breast,100,100,4,0
2013Q1,S08000032,Cervical,14,14,4,0
2013Q1,S08000032,Colorectal,152,150,4,0
2013Q1,S08000032,Head & Neck,70,70,4,0
2013Q1,S08000032,Lung,178,176,4,0
2013Q1,S08000032,Lymphoma,52,52,4,0
2013Q1,S08000032,Melanoma,60,56,4,0
2013Q1,S08000032,Ovarian,26,26,4,0
2013Q1,S08000032,Upper GI,104,104,4,0
2013Q1,S08000032,Urological,196,182,4,0
2013Q2,S08000015,Breast,196,196,5,0
2013Q2,S08000015,Cervical,6,6,5,0
2013Q2,S08000015,Colorectal,136,130,5,0
2013Q2,S08000015,Head & Neck,48,42,5,0
2013Q2,S08000015,Lung,162,162,5,0
2013Q2,S08000015,Lymphoma,12,12,5,0
2013Q2,S08000015,Melanoma,32,32,5,0
2013Q2,S08000015,Ovarian,10,10,5,0
2013Q2,S08000015,Upper GI,112,108,5,0
2013Q2,S08000015,Urological,166,166,5,0
2013Q2,S08000016,Breast,26,26,5,0
2013Q2,S08000016,Cervical,2,2,5,0
2013Q2,S08000016,Colorectal,34,34,5,0
2013Q2,S08000016,Head & Neck,6,6,5,0
2013Q2,S08000016,Lung,34,34,5,0
2013Q2,S08000016,Lymphoma,6,6,5,0
2013Q2,S08000016,Melanoma,8,8,5,0
2013Q2,S08000016,Ovarian,8,6,5,0
2013Q2,S08000016,Upper GI,38,38,5,0
2013Q2,S08000016,Urological,66,66,5,0
2013Q2,S08000017,Breast,64,64,5,0
2013Q2,S08000017,Cervical,4,4,5,0
2013Q2,S08000017,Colorectal,60,60,5,0
2013Q2,S08000017,Head & Neck,20,20,5,0
2013Q2,S08000017,Lung,46,46,5,0
2013Q2,S08000017,Lymphoma,40,40,5,0
2013Q2,S08000017,Melanoma,22,22,5,0
2013Q2,S08000017,Ovarian,8,8,5,0
2013Q2,S08000017,Upper GI,48,48,5,0
2013Q2,S08000017,Urological,90,82,5,0
2013Q2,S08000019,Breast,110,106,5,0
2013Q2,S08000019,Cervical,2,2,5,0
2013Q2,S08000019,Colorectal,98,90,5,0
2013Q2,S08000019,Head & Neck,20,20,5,0
2013Q2,S08000019,Lung,110,110,5,0
2013Q2,S08000019,Lymphoma,40,40,5,0
2013Q2,S08000019,Melanoma,36,30,5,0
2013Q2,S08000019,Ovarian,18,16,5,0
2013Q2,S08000019,Upper GI,72,72,5,0
2013Q2,S08000019,Urological,104,102,5,0
2013Q2,S08000020,Breast,218,218,5,0
2013Q2,S08000020,Cervical,8,8,5,0
2013Q2,S08000020,Colorectal,170,162,5,0
2013Q2,S08000020,Head & Neck,52,50,5,0
2013Q2,S08000020,Lung,164,164,5,0
2013Q2,S08000020,Lymphoma,26,26,5,0
2013Q2,S08000020,Melanoma,72,72,5,0
2013Q2,S08000020,Ovarian,22,22,5,0
2013Q2,S08000020,Upper GI,108,108,5,0
2013Q2,S08000020,Urological,222,188,5,0
2013Q2,S08000022,Breast,126,120,5,0
2013Q2,S08000022,Cervical,6,6,5,0
2013Q2,S08000022,Colorectal,112,112,5,0
2013Q2,S08000022,Head & Neck,30,28,5,0
2013Q2,S08000022,Lung,104,102,5,0
2013Q2,S08000022,Lymphoma,34,32,5,0
2013Q2,S08000022,Melanoma,30,30,5,0
2013Q2,S08000022,Ovarian,14,14,5,0
2013Q2,S08000022,Upper GI,68,68,5,0
2013Q2,S08000022,Urological,114,106,5,0
2013Q2,S08000024,Breast,446,446,5,0
2013Q2,S08000024,Cervical,16,14,5,0
2013Q2,S08000024,Colorectal,236,230,5,0
2013Q2,S08000024,Head & Neck,84,84,5,0
2013Q2,S08000024,Lung,308,308,5,0
2013Q2,S08000024,Lymphoma,78,78,5,0
2013Q2,S08000024,Melanoma,74,74,5,0
2013Q2,S08000024,Ovarian,16,16,5,0
2013Q2,S08000024,Upper GI,118,118,5,0
2013Q2,S08000024,Urological,318,316,5,0
2013Q2,S08000025,Breast,4,4,5,0
2013Q2,S08000025,Colorectal,6,6,5,0
2013Q2,S08000025,Urological,4,4,5,0
2013Q2,S08000026,Breast,8,8,5,0
2013Q2,S08000026,Cervical,2,0,5,0
2013Q2,S08000026,Colorectal,16,14,5,0
2013Q2,S08000026,Head & Neck,2,2,5,0
2013Q2,S08000026,Lung,6,6,5,0
2013Q2,S08000026,Urological,28,26,5,0
2013Q2,S08000028,Colorectal,16,16,5,0
2013Q2,S08000028,Lung,8,8,5,0
2013Q2,S08000028,Lymphoma,4,4,5,0
2013Q2,S08000028,Melanoma,6,6,5,0
2013Q2,S08000028,Upper GI,10,10,5,0
2013Q2,S08000028,Urological,10,6,5,0
2013Q2,S08000029,Breast,78,78,5,0
2013Q2,S08000029,Cervical,18,16,5,0
2013Q2,S08000029,Colorectal,110,110,5,0
2013Q2,S08000029,Head & Neck,22,22,5,0
2013Q2,S08000029,Lung,148,148,5,0
2013Q2,S08000029,Lymphoma,36,36,5,0
2013Q2,S08000029,Melanoma,22,22,5,0
2013Q2,S08000029,Ovarian,18,16,5,0
2013Q2,S08000029,Upper GI,80,80,5,0
2013Q2,S08000029,Urological,158,152,5,0
2013Q2,S08000030,Breast,234,230,5,0
2013Q2,S08000030,Cervical,10,10,5,0
2013Q2,S08000030,Colorectal,134,134,5,0
2013Q2,S08000030,Head & Neck,52,48,5,0
2013Q2,S08000030,Lung,148,148,5,0
2013Q2,S08000030,Lymphoma,46,46,5,0
2013Q2,S08000030,Melanoma,44,40,5,0
2013Q2,S08000030,Ovarian,22,22,5,0
2013Q2,S08000030,Upper GI,136,136,5,0
2013Q2,S08000030,Urological,226,216,5,0
2013Q2,S08000031,Breast,604,596,5,0
2013Q2,S08000031,Cervical,10,10,5,0
2013Q2,S08000031,Colorectal,346,338,5,0
2013Q2,S08000031,Head & Neck,150,144,5,0
2013Q2,S08000031,Lung,544,540,5,0
2013Q2,S08000031,Lymphoma,134,134,5,0
2013Q2,S08000031,Melanoma,152,152,5,0
2013Q2,S08000031,Ovarian,32,32,5,0
2013Q2,S08000031,Upper GI,302,298,5,0
2013Q2,S08000031,Urological,464,420,5,0
2013Q2,S08000032,Breast,140,140,5,0
2013Q2,S08000032,Cervical,18,18,5,0
2013Q2,S08000032,Colorectal,158,154,5,0
2013Q2,S08000032,Head & Neck,54,54,5,0
2013Q2,S08000032,Lung,228,228,5,0
2013Q2,S08000032,Lymphoma,54,54,5,0
2013Q2,S08000032,Melanoma,82,76,5,0
2013Q2,S08000032,Ovarian,14,14,5,0
2013Q2,S08000032,Upper GI,96,96,5,0
2013Q2,S08000032,Urological,158,146,5,0
2013Q3,S08000015,Breast,182,178,6,0
2013Q3,S08000015,Cervical,10,10,6,0
2013Q3,S08000015,Colorectal,118,118,6,0
2013Q3,S08000015,Head & Neck,48,48,6,0
2013Q3,S08000015,Lung,158,158,6,0
2013Q3,S08000015,Lymphoma,30,30,6,0
2013Q3,S08000015,Melanoma,54,54,6,0
2013Q3,S08000015,Ovarian,24,24,6,0
2013Q3,S08000015,Upper GI,114,112,6,0
2013Q3,S08000015,Urological,194,190,6,0
2013Q3,S08000016,Breast,46,46,6,0
2013Q3,S08000016,Colorectal,70,70,6,0
2013Q3,S08000016,Head & Neck,8,8,6,0
2013Q3,S08000016,Lung,26,26,6,0
2013Q3,S08000016,Lymphoma,28,28,6,0
2013Q3,S08000016,Melanoma,16,16,6,0
2013Q3,S08000016,Ovarian,14,14,6,0
2013Q3,S08000016,Upper GI,36,36,6,0
2013Q3,S08000016,Urological,44,44,6,0
2013Q3,S08000017,Breast,42,42,6,0
2013Q3,S08000017,Cervical,6,6,6,0
2013Q3,S08000017,Colorectal,74,74,6,0
2013Q3,S08000017,Head & Neck,18,16,6,0
2013Q3,S08000017,Lung,60,60,6,0
2013Q3,S08000017,Lymphoma,14,14,6,0
2013Q3,S08000017,Melanoma,16,16,6,0
2013Q3,S08000017,Ovarian,4,4,6,0
2013Q3,S08000017,Upper GI,58,58,6,0
2013Q3,S08000017,Urological,80,80,6,0
2013Q3,S08000019,Breast,122,120,6,0
2013Q3,S08000019,Cervical,6,6,6,0
2013Q3,S08000019,Colorectal,70,70,6,0
2013Q3,S08000019,Head & Neck,24,24,6,0
2013Q3,S08000019,Lung,120,120,6,0
2013Q3,S08000019,Lymphoma,30,30,6,0
2013Q3,S08000019,Melanoma,22,16,6,0
2013Q3,S08000019,Ovarian,20,20,6,0
2013Q3,S08000019,Upper GI,62,62,6,0
2013Q3,S08000019,Urological,74,64,6,0
2013Q3,S08000020,Breast,244,244,6,0
2013Q3,S08000020,Cervical,10,10,6,0
2013Q3,S08000020,Colorectal,152,152,6,0
2013Q3,S08000020,Head & Neck,70,66,6,0
2013Q3,S08000020,Lung,160,158,6,0
2013Q3,S08000020,Lymphoma,22,22,6,0
2013Q3,S08000020,Melanoma,54,54,6,0
2013Q3,S08000020,Ovarian,20,20,6,0
2013Q3,S08000020,Upper GI,94,94,6,0
2013Q3,S08000020,Urological,150,130,6,0
2013Q3,S08000022,Breast,142,140,6,0
2013Q3,S08000022,Cervical,2,2,6,0
2013Q3,S08000022,Colorectal,114,110,6,0
2013Q3,S08000022,Head & Neck,32,32,6,0
2013Q3,S08000022,Lung,96,94,6,0
2013Q3,S08000022,Lymphoma,32,32,6,0
2013Q3,S08000022,Melanoma,24,24,6,0
2013Q3,S08000022,Ovarian,16,16,6,0
2013Q3,S08000022,Upper GI,64,62,6,0
2013Q3,S08000022,Urological,138,130,6,0
2013Q3,S08000024,Breast,484,484,6,0
2013Q3,S08000024,Cervical,22,22,6,0
2013Q3,S08000024,Colorectal,308,306,6,0
2013Q3,S08000024,Head & Neck,102,98,6,0
2013Q3,S08000024,Lung,348,346,6,0
2013Q3,S08000024,Lymphoma,80,80,6,0
2013Q3,S08000024,Melanoma,94,94,6,0
2013Q3,S08000024,Ovarian,32,32,6,0
2013Q3,S08000024,Upper GI,118,118,6,0
2013Q3,S08000024,Urological,352,352,6,0
2013Q3,S08000025,Breast,2,2,6,0
2013Q3,S08000025,Colorectal,2,2,6,0
2013Q3,S08000025,Melanoma,2,2,6,0
2013Q3,S08000025,Upper GI,2,2,6,0
2013Q3,S08000025,Urological,4,4,6,0
2013Q3,S08000026,Breast,6,6,6,0
2013Q3,S08000026,Colorectal,12,12,6,0
2013Q3,S08000026,Lung,6,6,6,0
2013Q3,S08000026,Lymphoma,2,2,6,0
2013Q3,S08000026,Upper GI,8,8,6,0
2013Q3,S08000026,Urological,14,14,6,0
2013Q3,S08000028,Colorectal,10,10,6,0
2013Q3,S08000028,Head & Neck,6,6,6,0
2013Q3,S08000028,Lung,10,10,6,0
2013Q3,S08000028,Lymphoma,4,4,6,0
2013Q3,S08000028,Melanoma,8,8,6,0
2013Q3,S08000028,Upper GI,10,10,6,0
2013Q3,S08000028,Urological,10,8,6,0
2013Q3,S08000029,Breast,98,98,6,0
2013Q3,S08000029,Cervical,10,8,6,0
2013Q3,S08000029,Colorectal,102,100,6,0
2013Q3,S08000029,Head & Neck,32,32,6,0
2013Q3,S08000029,Lung,146,146,6,0
2013Q3,S08000029,Lymphoma,30,30,6,0
2013Q3,S08000029,Melanoma,28,28,6,0
2013Q3,S08000029,Ovarian,14,12,6,0
2013Q3,S08000029,Upper GI,78,78,6,0
2013Q3,S08000029,Urological,186,166,6,0
2013Q3,S08000030,Breast,290,278,6,0
2013Q3,S08000030,Cervical,34,34,6,0
2013Q3,S08000030,Colorectal,154,144,6,0
2013Q3,S08000030,Head & Neck,38,38,6,0
2013Q3,S08000030,Lung,130,126,6,0
2013Q3,S08000030,Lymphoma,56,52,6,0
2013Q3,S08000030,Melanoma,62,60,6,0
2013Q3,S08000030,Ovarian,34,34,6,0
2013Q3,S08000030,Upper GI,152,152,6,0
2013Q3,S08000030,Urological,196,190,6,0
2013Q3,S08000031,Breast,634,620,6,0
2013Q3,S08000031,Cervical,20,20,6,0
2013Q3,S08000031,Colorectal,342,332,6,0
2013Q3,S08000031,Head & Neck,160,158,6,0
2013Q3,S08000031,Lung,546,546,6,0
2013Q3,S08000031,Lymphoma,106,106,6,0
2013Q3,S08000031,Melanoma,162,160,6,0
2013Q3,S08000031,Ovarian,28,28,6,0
2013Q3,S08000031,Upper GI,322,318,6,0
2013Q3,S08000031,Urological,508,486,6,0
2013Q3,S08000032,Breast,126,126,6,0
2013Q3,S08000032,Cervical,4,4,6,0
2013Q3,S08000032,Colorectal,134,134,6,0
2013Q3,S08000032,Head & Neck,42,40,6,0
2013Q3,S08000032,Lung,238,236,6,0
2013Q3,S08000032,Lymphoma,52,52,6,0
2013Q3,S08000032,Melanoma,72,70,6,0
2013Q3,S08000032,Ovarian,24,24,6,0
2013Q3,S08000032,Upper GI,122,120,6,0
2013Q3,S08000032,Urological,98,92,6,0
2013Q4,S08000015,Breast,202,200,7,0
2013Q4,S08000015,Cervical,2,2,7,0
2013Q4,S08000015,Colorectal,136,134,7,0
2013Q4,S08000015,Head & Neck,40,40,7,0
2013Q4,S08000015,Lung,178,178,7,0
2013Q4,S08000015,Lymphoma,26,26,7,0
2013Q4,S08000015,Melanoma,40,40,7,0
2013Q4,S08000015,Ovarian,26,26,7,0
2013Q4,S08000015,Upper GI,70,70,7,0
2013Q4,S08000015,Urological,202,190,7,0
2013Q4,S08000016,Breast,46,46,7,0
2013Q4,S08000016,Cervical,10,10,7,0
2013Q4,S08000016,Colorectal,48,48,7,0
2013Q4,S08000016,Head & Neck,16,16,7,0
2013Q4,S08000016,Lung,42,42,7,0
2013Q4,S08000016,Lymphoma,14,14,7,0
2013Q4,S08000016,Melanoma,6,6,7,0
2013Q4,S08000016,Ovarian,22,22,7,0
2013Q4,S08000016,Upper GI,38,38,7,0
2013Q4,S08000016,Urological,54,52,7,0
2013Q4,S08000017,Breast,34,34,7,0
2013Q4,S08000017,Cervical,4,4,7,0
2013Q4,S08000017,Colorectal,44,44,7,0
2013Q4,S08000017,Head & Neck,4,4,7,0
2013Q4,S08000017,Lung,64,64,7,0
2013Q4,S08000017,Lymphoma,10,10,7,0
2013Q4,S08000017,Melanoma,22,22,7,0
2013Q4,S08000017,Ovarian,12,12,7,0
2013Q4,S08000017,Upper GI,32,30,7,0
2013Q4,S08000017,Urological,70,70,7,0
2013Q4,S08000019,Breast,102,102,7,0
2013Q4,S08000019,Cervical,8,8,7,0
2013Q4,S08000019,Colorectal,58,56,7,0
2013Q4,S08000019,Head & Neck,26,26,7,0
2013Q4,S08000019,Lung,114,114,7,0
2013Q4,S08000019,Lymphoma,24,24,7,0
2013Q4,S08000019,Melanoma,26,24,7,0
2013Q4,S08000019,Ovarian,12,12,7,0
2013Q4,S08000019,Upper GI,72,72,7,0
2013Q4,S08000019,Urological,140,132,7,0
2013Q4,S08000020,Breast,258,256,7,0
2013Q4,S08000020,Cervical,4,4,7,0
2013Q4,S08000020,Colorectal,158,158,7,0
2013Q4,S08000020,Head & Neck,62,62,7,0
2013Q4,S08000020,Lung,168,168,7,0
2013Q4,S08000020,Lymphoma,54,54,7,0
2013Q4,S08000020,Melanoma,70,70,7,0
2013Q4,S08000020,Ovarian,20,20,7,0
2013Q4,S08000020,Upper GI,96,96,7,0
2013Q4,S08000020,Urological,232,200,7,0
2013Q4,S08000022,Breast,136,126,7,0
2013Q4,S08000022,Cervical,8,8,7,0
2013Q4,S08000022,Colorectal,96,96,7,0
2013Q4,S08000022,Head & Neck,28,28,7,0
2013Q4,S08000022,Lung,114,114,7,0
2013Q4,S08000022,Lymphoma,26,26,7,0
2013Q4,S08000022,Melanoma,30,30,7,0
2013Q4,S08000022,Ovarian,12,12,7,0
2013Q4,S08000022,Upper GI,50,50,7,0
2013Q4,S08000022,Urological,134,116,7,0
2013Q4,S08000024,Breast,454,454,7,0
2013Q4,S08000024,Cervical,32,32,7,0
2013Q4,S08000024,Colorectal,264,262,7,0
2013Q4,S08000024,Head & Neck,90,90,7,0
2013Q4,S08000024,Lung,298,298,7,0
2013Q4,S08000024,Lymphoma,84,84,7,0
2013Q4,S08000024,Melanoma,120,120,7,0
2013Q4,S08000024,Ovarian,32,32,7,0
2013Q4,S08000024,Upper GI,130,130,7,0
2013Q4,S08000024,Urological,396,388,7,0
2013Q4,S08000025,Colorectal,2,2,7,0
2013Q4,S08000025,Melanoma,2,2,7,0
2013Q4,S08000025,Ovarian,2,2,7,0
2013Q4,S08000025,Upper GI,2,2,7,0
2013Q4,S08000025,Urological,4,4,7,0
2013Q4,S08000026,Breast,2,2,7,0
2013Q4,S08000026,Colorectal,14,14,7,0
2013Q4,S08000026,Head & Neck,2,2,7,0
2013Q4,S08000026,Lung,4,4,7,0
2013Q4,S08000026,Upper GI,10,10,7,0
2013Q4,S08000026,Urological,22,22,7,0
2013Q4,S08000028,Colorectal,10,10,7,0
2013Q4,S08000028,Head & Neck,8,8,7,0
2013Q4,S08000028,Lung,8,8,7,0
2013Q4,S08000028,Lymphoma,2,2,7,0
2013Q4,S08000028,Melanoma,2,2,7,0
2013Q4,S08000028,Ovarian,2,2,7,0
2013Q4,S08000028,Upper GI,14,14,7,0
2013Q4,S08000028,Urological,4,2,7,0
2013Q4,S08000029,Breast,76,74,7,0
2013Q4,S08000029,Cervical,12,12,7,0
2013Q4,S08000029,Colorectal,92,92,7,0
2013Q4,S08000029,Head & Neck,36,36,7,0
2013Q4,S08000029,Lung,118,114,7,0
2013Q4,S08000029,Lymphoma,40,40,7,0
2013Q4,S08000029,Melanoma,34,34,7,0
2013Q4,S08000029,Ovarian,4,4,7,0
2013Q4,S08000029,Upper GI,74,74,7,0
2013Q4,S08000029,Urological,158,152,7,0
2013Q4,S08000030,Breast,190,188,7,0
2013Q4,S08000030,Cervical,20,20,7,0
2013Q4,S08000030,Colorectal,172,170,7,0
2013Q4,S08000030,Head & Neck,46,46,7,0
2013Q4,S08000030,Lung,158,154,7,0
2013Q4,S08000030,Lymphoma,14,14,7,0
2013Q4,S08000030,Melanoma,44,40,7,0
2013Q4,S08000030,Ovarian,22,14,7,0
2013Q4,S08000030,Upper GI,124,124,7,0
2013Q4,S08000030,Urological,226,212,7,0
2013Q4,S08000031,Breast,752,746,7,0
2013Q4,S08000031,Cervical,20,20,7,0
2013Q4,S08000031,Colorectal,356,342,7,0
2013Q4,S08000031,Head & Neck,164,162,7,0
2013Q4,S08000031,Lung,544,542,7,0
2013Q4,S08000031,Lymphoma,148,148,7,0
2013Q4,S08000031,Melanoma,126,126,7,0
2013Q4,S08000031,Ovarian,28,28,7,0
2013Q4,S08000031,Upper GI,248,248,7,0
2013Q4,S08000031,Urological,596,548,7,0
2013Q4,S08000032,Breast,132,130,7,0
2013Q4,S08000032,Cervical,16,16,7,0
2013Q4,S08000032,Colorectal,164,164,7,0
2013Q4,S08000032,Head & Neck,58,56,7,0
2013Q4,S08000032,Lung,200,200,7,0
2013Q4,S08000032,Lymphoma,44,44,7,0
2013Q4,S08000032,Melanoma,60,58,7,0
2013Q4,S08000032,Ovarian,22,22,7,0
2013Q4,S08000032,Upper GI,106,106,7,0
2013Q4,S08000032,Urological,118,110,7,0
2014Q1,S08000015,Breast,198,196,8,0
2014Q1,S08000015,Cervical,8,8,8,0
2014Q1,S08000015,Colorectal,120,120,8,0
2014Q1,S08000015,Head & Neck,42,40,8,0
2014Q1,S08000015,Lung,180,178,8,0
2014Q1,S08000015,Lymphoma,20,20,8,0
2014Q1,S08000015,Melanoma,26,24,8,0
2014Q1,S08000015,Ovarian,16,16,8,0
2014Q1,S08000015,Upper GI,80,80,8,0
2014Q1,S08000015,Urological,154,148,8,0
2014Q1,S08000016,Breast,26,26,8,0
2014Q1,S08000016,Colorectal,50,50,8,0
2014Q1,S08000016,Head & Neck,10,10,8,0
2014Q1,S08000016,Lung,38,38,8,0
2014Q1,S08000016,Lymphoma,8,8,8,0
2014Q1,S08000016,Melanoma,16,16,8,0
2014Q1,S08000016,Ovarian,10,10,8,0
2014Q1,S08000016,Upper GI,32,32,8,0
2014Q1,S08000016,Urological,64,64,8,0
2014Q1,S08000017,Breast,54,54,8,0
2014Q1,S08000017,Cervical,4,4,8,0
2014Q1,S08000017,Colorectal,52,52,8,0
2014Q1,S08000017,Head & Neck,20,20,8,0
2014Q1,S08000017,Lung,34,34,8,0
2014Q1,S08000017,Lymphoma,28,28,8,0
2014Q1,S08000017,Melanoma,20,20,8,0
2014Q1,S08000017,Ovarian,12,12,8,0
2014Q1,S08000017,Upper GI,60,60,8,0
2014Q1,S08000017,Urological,88,82,8,0
2014Q1,S08000019,Breast,78,74,8,0
2014Q1,S08000019,Cervical,6,6,8,0
2014Q1,S08000019,Colorectal,96,88,8,0
2014Q1,S08000019,Head & Neck,38,36,8,0
2014Q1,S08000019,Lung,96,96,8,0
2014Q1,S08000019,Lymphoma,32,32,8,0
2014Q1,S08000019,Melanoma,14,12,8,0
2014Q1,S08000019,Ovarian,18,18,8,0
2014Q1,S08000019,Upper GI,50,50,8,0
2014Q1,S08000019,Urological,148,146,8,0
2014Q1,S08000020,Breast,226,220,8,0
2014Q1,S08000020,Cervical,14,14,8,0
2014Q1,S08000020,Colorectal,124,124,8,0
2014Q1,S08000020,Head & Neck,48,46,8,0
2014Q1,S08000020,Lung,172,168,8,0
2014Q1,S08000020,Lymphoma,34,34,8,0
2014Q1,S08000020,Melanoma,70,70,8,0
2014Q1,S08000020,Ovarian,10,10,8,0
2014Q1,S08000020,Upper GI,110,110,8,0
2014Q1,S08000020,Urological,218,162,8,0
2014Q1,S08000022,Breast,170,150,8,0
2014Q1,S08000022,Cervical,8,6,8,0
2014Q1,S08000022,Colorectal,86,86,8,0
2014Q1,S08000022,Head & Neck,36,30,8,0
2014Q1,S08000022,Lung,112,110,8,0
2014Q1,S08000022,Lymphoma,18,16,8,0
2014Q1,S08000022,Melanoma,36,36,8,0
2014Q1,S08000022,Ovarian,8,8,8,0
2014Q1,S08000022,Upper GI,52,50,8,0
2014Q1,S08000022,Urological,142,124,8,0
2014Q1,S08000024,Breast,370,370,8,0
2014Q1,S08000024,Cervical,32,32,8,0
2014Q1,S08000024,Colorectal,212,206,8,0
2014Q1,S08000024,Head & Neck,94,92,8,0
2014Q1,S08000024,Lung,250,246,8,0
2014Q1,S08000024,Lymphoma,82,80,8,0
2014Q1,S08000024,Melanoma,90,90,8,0
2014Q1,S08000024,Ovarian,22,20,8,0
2014Q1,S08000024,Upper GI,108,108,8,0
2014Q1,S08000024,Urological,382,374,8,0
2014Q1,S08000025,Breast,4,4,8,0
2014Q1,S08000025,Colorectal,6,6,8,0
2014Q1,S08000025,Upper GI,2,2,8,0
2014Q1,S08000025,Urological,2,2,8,0
2014Q1,S08000026,Cervical,2,2,8,0
2014Q1,S08000026,Colorectal,12,12,8,0
2014Q1,S08000026,Head & Neck,2,2,8,0
2014Q1,S08000026,Lung,2,2,8,0
2014Q1,S08000026,Lymphoma,4,4,8,0
2014Q1,S08000026,Ovarian,2,2,8,0
2014Q1,S08000026,Upper GI,6,6,8,0
2014Q1,S08000026,Urological,20,20,8,0
2014Q1,S08000028,Colorectal,6,6,8,0
2014Q1,S08000028,Lung,16,14,8,0
2014Q1,S08000028,Melanoma,2,2,8,0
2014Q1,S08000028,Upper GI,8,8,8,0
2014Q1,S08000028,Urological,2,2,8,0
2014Q1,S08000029,Breast,66,66,8,0
2014Q1,S08000029,Cervical,12,12,8,0
2014Q1,S08000029,Colorectal,122,122,8,0
2014Q1,S08000029,Head & Neck,30,30,8,0
2014Q1,S08000029,Lung,132,130,8,0
2014Q1,S08000029,Lymphoma,38,38,8,0
2014Q1,S08000029,Melanoma,20,20,8,0
2014Q1,S08000029,Ovarian,18,18,8,0
2014Q1,S08000029,Upper GI,68,68,8,0
2014Q1,S08000029,Urological,224,212,8,0
2014Q1,S08000030,Breast,202,198,8,0
2014Q1,S08000030,Cervical,16,14,8,0
2014Q1,S08000030,Colorectal,158,148,8,0
2014Q1,S08000030,Head & Neck,54,52,8,0
2014Q1,S08000030,Lung,158,152,8,0
2014Q1,S08000030,Melanoma,60,60,8,0
2014Q1,S08000030,Ovarian,20,18,8,0
2014Q1,S08000030,Upper GI,134,134,8,0
2014Q1,S08000030,Urological,222,212,8,0
2014Q1,S08000031,Breast,618,546,8,0
2014Q1,S08000031,Cervical,26,26,8,0
2014Q1,S08000031,Colorectal,390,382,8,0
